what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineStart",1300743714151
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1300743714530
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.scroll.lineDown",1300743714685
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1300743715821
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300743716234
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1300743719740
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1300743725644
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300743730294
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300743737040
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1300743738805
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300743745561
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300743778329
activated,editor,sf.eclipse.javacc,1.5.24,"sf.eclipse.javacc.editors.JJEditor",1300743780727
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1300743781814
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1300743782909
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300743796175
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300743797627
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1300743804564
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300743806705
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300743809085
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1300743809115
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300743816267
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300743823736
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1300743825327
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300743829436
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300743839949
activated,editor,sf.eclipse.javacc,1.5.24,"sf.eclipse.javacc.editors.JJEditor",1300743840975
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300743845467
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300743887337
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300743888827
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1300743888874
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300743894252
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1300743902114
activated,editor,sf.eclipse.javacc,1.5.24,"sf.eclipse.javacc.editors.JJEditor",1300743911465
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300743930064
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300743962935
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300743964293
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1300743964341
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300743967398
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300743978840
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1300743978884
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300743983147
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300743992975
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1300743993021
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300743995379
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1300744000196
activated,editor,sf.eclipse.javacc,1.5.24,"sf.eclipse.javacc.editors.JJEditor",1300744009701
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300744026240
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300744031770
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1300744034041
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300744035896
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300744053586
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300744056483
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300744094206
activated,editor,sf.eclipse.javacc,1.5.24,"sf.eclipse.javacc.editors.JJEditor",1300744095643
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1300744099885
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1300744101675
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1300744105194
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300744113974
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1300744117775
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300744124544
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300744130836
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300744146195
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300744167790
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300744177727
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300744193758
activated,editor,sf.eclipse.javacc,1.5.24,"sf.eclipse.javacc.editors.JJEditor",1300744197601
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1300744203644
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300744215745
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300744220982
activated,editor,sf.eclipse.javacc,1.5.24,"sf.eclipse.javacc.editors.JJEditor",1300744221727
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300744222625
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1300744222668
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300744224659
executed,command,sf.eclipse.javacc,1.5.24,"commands.jjgotorule",1300744226757
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300744230146
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1300744230188
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300744232442
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1300744234081
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300744236905
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300744238889
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300744241447
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1300744249347
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300744260339
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300744270406
activated,editor,sf.eclipse.javacc,1.5.24,"sf.eclipse.javacc.editors.JJEditor",1300744271859
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300744273627
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300744280663
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300744281865
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1300744284387
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300744295269
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300744302381
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300744319545
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300744321723
activated,editor,sf.eclipse.javacc,1.5.24,"sf.eclipse.javacc.editors.JJEditor",1300744324121
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300744335158
