what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300741899453
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300741904906
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300741908389
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300741909628
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300741913272
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300741914797
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1300741930565
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300741985120
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300742014004
activated,editor,sf.eclipse.javacc,1.5.24,"sf.eclipse.javacc.editors.JJEditor",1300742039660
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300742056710
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300742058806
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300742059345
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1300742062607
activated,editor,sf.eclipse.javacc,1.5.24,"sf.eclipse.javacc.editors.JJEditor",1300742083857
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1300742089405
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1300742090804
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300742100138
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300742156730
activated,editor,sf.eclipse.javacc,1.5.24,"sf.eclipse.javacc.editors.JJEditor",1300742160750
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300742171658
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1300742181861
activated,editor,sf.eclipse.javacc,1.5.24,"sf.eclipse.javacc.editors.JJEditor",1300742232866
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1300742244356
activated,editor,sf.eclipse.javacc,1.5.24,"sf.eclipse.javacc.editors.JJEditor",1300742258552
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineStart",1300742285292
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1300742286395
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1300742287102
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1300742287548
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300742287959
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1300742290462
activated,editor,sf.eclipse.javacc,1.5.24,"sf.eclipse.javacc.editors.JJEditor",1300742349339
activated,editor,sf.eclipse.javacc,1.5.24,"sf.eclipse.javacc.editors.JJEditor",1300742349436
closed,editor,sf.eclipse.javacc,1.5.24,"sf.eclipse.javacc.editors.JJEditor",1300742349436
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300742388528
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300742581814
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1300742634040
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1300742640089
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1300742650406
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1300742651454
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineStart",1300742652075
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1300742653961
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300742655476
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300742670866
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1300742674913
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1300742690708
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1300742691137
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1300742698055
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1300742699650
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1300742701637
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1300742702195
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1300742702917
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1300742706032
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300742709808
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1300742715188
